-34.343252,150.901423,2016-06-12 20:48:04+10:00,10,1.0,155.7
-34.34327,150.901428,2016-06-12 20:48:19+10:00,10,0.91,196.6
-34.343302,150.90141,2016-06-12 20:48:35+10:00,10,0.72,220.4
-34.343307,150.90142,2016-06-12 20:48:50+10:00,10,0.46,205.7
-34.343305,150.90141,2016-06-12 20:49:06+10:00,10,1.19,235.0
-34.343265,150.901385,2016-06-12 20:49:22+10:00,10,1.15,229.6
-34.343293,150.901393,2016-06-12 20:49:38+10:00,10,1.02,188.8
-34.343305,150.901397,2016-06-12 20:49:53+10:00,10,0.56,194.8
-34.343308,150.901408,2016-06-12 20:50:09+10:00,10,0.41,226.4
-34.34331,150.901407,2016-06-12 20:50:25+10:00,10,0.44,200.7
-34.343317,150.901398,2016-06-12 20:50:41+10:00,10,0.72,247.9
-34.343312,150.90135,2016-06-12 20:50:57+10:00,10,1.39,249.8
-34.34328,150.901298,2016-06-12 20:51:13+10:00,10,1.17,247.4
-34.343277,150.901292,2016-06-12 20:51:28+10:00,10,0.48,315.3
-34.343283,150.901337,2016-06-12 20:51:44+10:00,10,0.46,217.9
-34.343287,150.90135,2016-06-12 20:52:00+10:00,10,0.35,223.6
-34.343252,150.901335,2016-06-12 20:52:16+10:00,10,0.63,260.2
-34.343227,150.901327,2016-06-12 20:52:32+10:00,10,0.87,280.3
-34.343225,150.90136,2016-06-12 20:52:47+10:00,10,0.67,250.3
-34.343235,150.901402,2016-06-12 20:53:03+10:00,11,0.35,202.4
-34.343255,150.901455,2016-06-12 20:53:19+10:00,11,0.83,162.5
-34.343252,150.901468,2016-06-12 20:53:34+10:00,11,0.35,170.6
-34.343247,150.901513,2016-06-12 20:53:50+10:00,11,0.5,205.7
-34.343255,150.901528,2016-06-12 20:54:06+10:00,11,0.65,241.7
-34.343237,150.90143,2016-06-12 20:54:22+10:00,11,1.78,257.0
-34.343225,150.901385,2016-06-12 20:54:38+10:00,11,0.46,236.4
-34.343203,150.901412,2016-06-12 20:54:53+10:00,11,0.28,136.8
-34.343205,150.901422,2016-06-12 20:55:09+10:00,11,0.57,200.0
-34.34322,150.901428,2016-06-12 20:55:25+10:00,11,1.39,190.9
-34.343223,150.90143,2016-06-12 20:55:41+10:00,11,0.91,208.6
-34.343202,150.901417,2016-06-12 20:55:58+10:00,11,0.43,275.5
-34.343222,150.901405,2016-06-12 20:56:14+10:00,11,1.0,208.1
-34.343222,150.90138,2016-06-12 20:56:32+10:00,11,0.96,267.4
-34.343207,150.901363,2016-06-12 20:56:48+10:00,11,0.69,231.8
-34.343207,150.901378,2016-06-12 20:57:04+10:00,11,0.07,327.2
-34.343217,150.901407,2016-06-12 20:57:20+10:00,11,0.87,162.9
-34.343265,150.901422,2016-06-12 20:57:39+10:00,11,2.02,186.0
-34.343245,150.901433,2016-06-12 20:57:56+10:00,11,0.85,213.7
-34.343183,150.901413,2016-06-12 20:58:13+10:00,11,0.31,287.1
-34.343175,150.901413,2016-06-12 20:58:29+10:00,11,0.37,220.9
-34.343168,150.901392,2016-06-12 20:58:45+10:00,11,0.7,241.6
-34.343157,150.901417,2016-06-12 20:59:01+10:00,11,0.72,143.3
-34.343175,150.90143,2016-06-12 20:59:17+10:00,11,1.07,211.8
-34.3432,150.901435,2016-06-12 20:59:33+10:00,11,1.15,194.0
-34.34323,150.90142,2016-06-12 20:59:51+10:00,11,1.41,222.6
-34.343215,150.90138,2016-06-12 21:00:08+10:00,11,0.56,265.9
-34.34321,150.90138,2016-06-12 21:00:24+10:00,11,0.52,234.1
-34.343193,150.901385,2016-06-12 21:00:40+10:00,11,0.39,283.5
-34.343193,150.901383,2016-06-12 21:00:58+10:00,11,0.69,260.1
-34.343195,150.90139,2016-06-12 21:01:14+10:00,11,1.04,205.5
-34.343198,150.901375,2016-06-12 21:01:29+10:00,11,0.76,224.7
-34.343185,150.901417,2016-06-12 21:01:45+10:00,11,0.48,158.5
-34.343157,150.901443,2016-06-12 21:02:03+10:00,11,1.17,195.8
-34.343178,150.901442,2016-06-12 21:02:19+10:00,11,0.61,186.1
-34.34321,150.90144,2016-06-12 21:02:35+10:00,11,0.46,241.8
-34.343213,150.901442,2016-06-12 21:02:50+10:00,11,0.26,257.0
-34.34321,150.90145,2016-06-12 21:03:07+10:00,12,0.28,190.3
-34.343213,150.901475,2016-06-12 21:03:22+10:00,12,0.2,271.9
-34.343222,150.901475,2016-06-12 21:03:39+10:00,12,0.98,243.5
-34.34324,150.901492,2016-06-12 21:03:55+10:00,12,0.89,212.7
-34.343223,150.901493,2016-06-12 21:04:12+10:00,12,0.83,218.3
-34.343198,150.901492,2016-06-12 21:04:28+10:00,12,1.39,265.6
-34.34319,150.901448,2016-06-12 21:04:43+10:00,12,0.91,264.7
-34.343188,150.901435,2016-06-12 21:04:59+10:00,12,0.74,213.1
-34.343195,150.901423,2016-06-12 21:05:15+10:00,12,1.13,210.4
-34.34321,150.901425,2016-06-12 21:05:31+10:00,12,0.39,250.9
-34.343215,150.901427,2016-06-12 21:05:47+10:00,12,0.61,264.9
-34.343215,150.90141,2016-06-12 21:06:03+10:00,12,0.43,295.7
-34.34322,150.901433,2016-06-12 21:06:19+10:00,12,0.31,245.4
-34.343223,150.90146,2016-06-12 21:06:34+10:00,12,0.8,285.5
-34.343193,150.901502,2016-06-12 21:06:51+10:00,12,0.67,349.5
-34.343173,150.901547,2016-06-12 21:07:08+10:00,12,0.76,337.3
-34.343167,150.901533,2016-06-12 21:07:25+10:00,12,1.09,288.2
-34.343185,150.901498,2016-06-12 21:07:41+10:00,12,0.3,268.1
-34.34322,150.901548,2016-06-12 21:07:57+10:00,12,0.19,79.6
-34.34324,150.901513,2016-06-12 21:08:13+10:00,12,1.07,275.1
-34.343222,150.901548,2016-06-12 21:08:30+10:00,12,0.52,285.7
-34.34323,150.90151,2016-06-12 21:08:45+10:00,12,1.46,259.3
-34.343253,150.901592,2016-06-12 21:09:01+10:00,12,1.0,176.9
-34.343273,150.901588,2016-06-12 21:09:17+10:00,12,1.06,234.0
-34.343272,150.901585,2016-06-12 21:09:33+10:00,12,0.59,227.5
-34.343253,150.901637,2016-06-12 21:09:49+10:00,12,1.02,113.6
-34.343258,150.901623,2016-06-12 21:10:04+10:00,12,0.63,189.0
-34.343258,150.901602,2016-06-12 21:10:20+10:00,12,0.67,248.5
-34.343227,150.901547,2016-06-12 21:10:37+10:00,12,1.3,250.8
-34.343202,150.90144,2016-06-12 21:10:53+10:00,12,1.41,267.3
-34.343215,150.901358,2016-06-12 21:11:08+10:00,12,1.87,230.2
-34.343198,150.901352,2016-06-12 21:11:24+10:00,12,1.2,209.2
-34.343202,150.901432,2016-06-12 21:11:40+10:00,12,0.59,137.2
-34.343218,150.901445,2016-06-12 21:11:56+10:00,12,1.07,240.6
-34.343238,150.90139,2016-06-12 21:12:11+10:00,12,1.26,226.3
-34.34324,150.901365,2016-06-12 21:12:27+10:00,12,0.78,229.2
-34.343228,150.901383,2016-06-12 21:12:43+10:00,12,0.35,81.8
-34.343235,150.901395,2016-06-12 21:12:59+10:00,12,0.61,187.9
-34.343252,150.90139,2016-06-12 21:13:15+10:00,12,0.63,180.1
-34.343237,150.9014,2016-06-12 21:13:30+10:00,12,0.33,252.0
-34.34322,150.90138,2016-06-12 21:13:47+10:00,12,1.33,255.8
-34.343218,150.901347,2016-06-12 21:14:03+10:00,12,0.85,239.3
-34.343218,150.901333,2016-06-12 21:14:19+10:00,12,0.59,244.8
-34.343233,150.901345,2016-06-12 21:14:34+10:00,12,0.59,233.0
-34.343233,150.90136,2016-06-12 21:14:51+10:00,12,0.87,53.6
-34.343213,150.901452,2016-06-12 21:15:07+10:00,12,0.31,74.8
-34.343215,150.901452,2016-06-12 21:15:22+10:00,12,0.41,170.9
-34.343217,150.901433,2016-06-12 21:15:38+10:00,12,0.67,263.4
-34.343202,150.901442,2016-06-12 21:15:54+10:00,12,0.28,84.5
-34.34317,150.90151,2016-06-12 21:16:13+10:00,12,0.28,326.9
-34.343158,150.901547,2016-06-12 21:16:29+10:00,12,0.33,130.0
-34.343173,150.901573,2016-06-12 21:16:45+10:00,12,0.56,252.6
-34.343187,150.901512,2016-06-12 21:17:01+10:00,12,1.22,254.2
-34.343228,150.901452,2016-06-12 21:17:17+10:00,12,0.69,246.7
-34.343222,150.90145,2016-06-12 21:17:34+10:00,12,0.26,316.4
-34.343218,150.901463,2016-06-12 21:17:50+10:00,12,1.09,239.1
-34.343228,150.90146,2016-06-12 21:18:07+10:00,12,0.85,296.1
-34.34323,150.901452,2016-06-12 21:18:23+10:00,12,1.06,276.3
-34.343222,150.901418,2016-06-12 21:18:39+10:00,12,1.59,276.3
-34.343217,150.901377,2016-06-12 21:18:55+10:00,12,1.37,282.3
-34.343198,150.90125,2016-06-12 21:19:12+10:00,12,2.85,283.8
-34.343218,150.901293,2016-06-12 21:19:27+10:00,12,1.33,289.7
-34.343223,150.901412,2016-06-12 21:19:43+10:00,12,0.13,345.5
-34.343207,150.901412,2016-06-12 21:19:59+10:00,12,0.52,327.6
-34.34322,150.901402,2016-06-12 21:20:16+10:00,12,0.28,239.8
-34.343233,150.90141,2016-06-12 21:20:32+10:00,12,0.09,261.4
-34.343237,150.901413,2016-06-12 21:20:48+10:00,12,0.28,265.6
-34.343228,150.90144,2016-06-12 21:21:04+10:00,12,0.22,240.2
-34.343233,150.901442,2016-06-12 21:21:20+10:00,12,0.83,234.3
-34.343248,150.901433,2016-06-12 21:21:36+10:00,12,1.39,202.0
-34.343238,150.90146,2016-06-12 21:21:52+10:00,12,0.54,186.5
-34.343232,150.901442,2016-06-12 21:22:09+10:00,12,0.91,220.6
-34.343217,150.901463,2016-06-12 21:22:25+10:00,12,0.54,178.9
-34.343235,150.901432,2016-06-12 21:22:41+10:00,12,1.15,216.3
-34.343223,150.901433,2016-06-12 21:22:57+10:00,12,0.74,123.9
-34.343218,150.90148,2016-06-12 21:23:12+10:00,12,0.98,172.8
-34.343223,150.901502,2016-06-12 21:23:29+10:00,12,0.98,193.7
-34.343225,150.901495,2016-06-12 21:23:45+10:00,12,0.65,219.3
-34.34323,150.901497,2016-06-12 21:24:01+10:00,12,0.37,132.4
-34.343223,150.901503,2016-06-12 21:24:18+10:00,12,0.3,190.2
-34.343225,150.901495,2016-06-12 21:24:34+10:00,12,0.56,189.7
-34.343225,150.901485,2016-06-12 21:24:50+10:00,12,0.63,231.8
-34.343217,150.901492,2016-06-12 21:25:06+10:00,12,0.52,176.3
-34.343223,150.901488,2016-06-12 21:25:22+10:00,12,0.31,230.9
-34.34323,150.901485,2016-06-12 21:25:39+10:00,12,0.56,221.2
-34.34324,150.901478,2016-06-12 21:25:55+10:00,12,0.3,191.6
-34.343238,150.901487,2016-06-12 21:26:10+10:00,12,0.48,191.0
-34.343227,150.901518,2016-06-12 21:26:26+10:00,12,0.41,83.4
-34.343235,150.901512,2016-06-12 21:26:42+10:00,12,1.07,199.1
-34.343235,150.901512,2016-06-12 21:26:58+10:00,12,0.33,212.6
-34.343238,150.901507,2016-06-12 21:27:13+10:00,12,0.65,186.6
-34.343263,150.901487,2016-06-12 21:27:29+10:00,12,1.07,193.8
-34.34327,150.901443,2016-06-12 21:27:45+10:00,12,0.91,233.9
-34.343277,150.90143,2016-06-12 21:28:02+10:00,12,0.37,134.9
-34.34328,150.901445,2016-06-12 21:28:17+10:00,12,0.35,95.4
-34.34327,150.90148,2016-06-12 21:28:33+10:00,12,0.37,133.3
-34.34327,150.901493,2016-06-12 21:28:50+10:00,12,0.22,184.2
-34.34327,150.901497,2016-06-12 21:29:06+10:00,12,0.39,239.8
-34.343272,150.901495,2016-06-12 21:29:21+10:00,12,0.56,229.6
-34.343275,150.90148,2016-06-12 21:29:38+10:00,13,0.8,258.4
-34.34328,150.901463,2016-06-12 21:29:54+10:00,13,0.22,274.7
-34.34327,150.901462,2016-06-12 21:30:10+10:00,13,0.17,176.6
-34.343265,150.901457,2016-06-12 21:30:25+10:00,13,0.13,290.5
-34.343258,150.901468,2016-06-12 21:30:41+10:00,13,0.24,54.2
-34.343252,150.90146,2016-06-12 21:30:57+10:00,13,0.74,242.5
-34.343258,150.901442,2016-06-12 21:31:13+10:00,13,0.2,178.6
-34.343258,150.901442,2016-06-12 21:31:28+10:00,13,0.48,180.2
-34.343267,150.901432,2016-06-12 21:31:44+10:00,13,0.24,230.0
-34.343267,150.90143,2016-06-12 21:32:00+10:00,13,0.07,61.8
-34.343267,150.90143,2016-06-12 21:32:15+10:00,13,0.04,227.4
-34.343267,150.90143,2016-06-12 21:32:31+10:00,13,0.02,25.5
-34.343268,150.90143,2016-06-12 21:32:46+10:00,13,0.22,164.5
-34.343267,150.901432,2016-06-12 21:33:03+10:00,13,0.43,260.5
-34.34327,150.901425,2016-06-12 21:33:18+10:00,13,0.33,181.7
-34.343268,150.901438,2016-06-12 21:33:34+10:00,13,0.28,181.7
-34.343267,150.901442,2016-06-12 21:33:50+10:00,13,0.65,209.0
-34.343265,150.901417,2016-06-12 21:34:06+10:00,13,0.5,232.9
-34.34326,150.90142,2016-06-12 21:34:22+10:00,13,0.15,239.1
-34.343257,150.901432,2016-06-12 21:34:38+10:00,13,0.72,75.6
-34.34325,150.901457,2016-06-12 21:34:53+10:00,13,0.24,81.1
-34.343242,150.901477,2016-06-12 21:35:10+10:00,13,0.26,79.9
-34.343223,150.901503,2016-06-12 21:35:25+10:00,13,0.2,313.0
-34.343222,150.901515,2016-06-12 21:35:41+10:00,13,0.39,69.9
-34.343215,150.901525,2016-06-12 21:35:57+10:00,13,0.35,302.9
-34.343213,150.901522,2016-06-12 21:36:13+10:00,13,0.35,251.5
-34.343213,150.90152,2016-06-12 21:36:28+10:00,13,0.39,236.7
-34.343225,150.901507,2016-06-12 21:36:44+10:00,13,0.89,244.6
-34.343225,150.901487,2016-06-12 21:37:00+10:00,13,0.46,220.4
-34.343235,150.901448,2016-06-12 21:37:16+10:00,13,0.98,223.4
-34.343242,150.901457,2016-06-12 21:37:31+10:00,13,0.26,257.4
-34.343253,150.901437,2016-06-12 21:37:47+10:00,13,0.96,219.2
-34.343268,150.901433,2016-06-12 21:38:03+10:00,13,0.8,217.4
-34.343253,150.90145,2016-06-12 21:38:20+10:00,13,0.61,190.6
-34.343223,150.901492,2016-06-12 21:38:36+10:00,13,0.65,173.0
-34.343223,150.901498,2016-06-12 21:38:51+10:00,13,0.19,281.0
-34.343222,150.9015,2016-06-12 21:39:07+10:00,13,0.3,227.6
-34.343228,150.901508,2016-06-12 21:39:23+10:00,13,0.54,195.0
-34.34323,150.901512,2016-06-12 21:39:39+10:00,13,0.33,182.7
-34.343213,150.901565,2016-06-12 21:39:55+10:00,13,0.57,65.0
-34.343215,150.901565,2016-06-12 21:40:11+10:00,13,0.11,224.8
-34.343203,150.90156,2016-06-12 21:40:27+10:00,13,0.37,185.6
-34.343193,150.901557,2016-06-12 21:40:42+10:00,13,0.48,181.5
-34.34319,150.901533,2016-06-12 21:40:58+10:00,13,0.46,226.4
-34.343198,150.901523,2016-06-12 21:41:14+10:00,13,0.35,199.8
-34.343203,150.901512,2016-06-12 21:41:30+10:00,13,0.63,202.6
-34.343212,150.901498,2016-06-12 21:41:46+10:00,13,0.33,145.6
-34.34321,150.901492,2016-06-12 21:42:03+10:00,13,0.35,158.5
-34.34322,150.901487,2016-06-12 21:42:18+10:00,13,1.28,175.3
-34.34322,150.901442,2016-06-12 21:42:34+10:00,13,0.78,166.9
-34.343208,150.901443,2016-06-12 21:42:50+10:00,13,0.52,128.3
-34.343217,150.901437,2016-06-12 21:43:06+10:00,13,1.07,187.1
-34.343237,150.901415,2016-06-12 21:43:21+10:00,13,1.26,188.5
-34.343223,150.901472,2016-06-12 21:43:38+10:00,13,0.48,78.4
-34.34321,150.901503,2016-06-12 21:43:53+10:00,13,0.35,75.7
-34.34322,150.90149,2016-06-12 21:44:09+10:00,13,0.54,220.6
-34.343227,150.901483,2016-06-12 21:44:24+10:00,13,0.15,179.9
-34.343213,150.901502,2016-06-12 21:44:40+10:00,13,0.24,50.4
-34.343172,150.901562,2016-06-12 21:44:56+10:00,13,0.63,63.5
-34.343172,150.901572,2016-06-12 21:45:12+10:00,13,0.31,224.4
-34.343178,150.901578,2016-06-12 21:45:27+10:00,13,0.67,110.4
-34.343178,150.901597,2016-06-12 21:45:43+10:00,13,0.76,230.2
-34.343198,150.901547,2016-06-12 21:45:59+10:00,13,1.37,235.2
-34.343245,150.901453,2016-06-12 21:46:15+10:00,13,0.85,205.9
-34.34327,150.901447,2016-06-12 21:46:30+10:00,13,1.2,193.9
-34.343263,150.901457,2016-06-12 21:46:46+10:00,13,1.13,183.9
-34.343243,150.901452,2016-06-12 21:47:02+10:00,13,0.41,214.3
-34.343213,150.90147,2016-06-12 21:47:18+10:00,13,0.48,148.6
-34.343203,150.901485,2016-06-12 21:47:34+10:00,13,0.69,206.5
-34.343187,150.901497,2016-06-12 21:47:50+10:00,13,1.13,216.0
-34.3432,150.90151,2016-06-12 21:48:06+10:00,13,1.24,215.9
-34.34323,150.901485,2016-06-12 21:48:21+10:00,13,1.24,220.4
-34.343223,150.901482,2016-06-12 21:48:38+10:00,13,0.02,88.8
-34.343213,150.901467,2016-06-12 21:48:54+10:00,13,1.11,220.5
-34.343195,150.901458,2016-06-12 21:49:10+10:00,13,1.07,200.2
-34.343205,150.901432,2016-06-12 21:49:25+10:00,13,0.94,231.6
-34.34322,150.901413,2016-06-12 21:49:41+10:00,13,0.5,210.2
-34.343227,150.901407,2016-06-12 21:49:57+10:00,13,0.35,238.5
-34.343232,150.901408,2016-06-12 21:50:13+10:00,13,0.41,186.1
-34.343227,150.901415,2016-06-12 21:50:28+10:00,13,0.35,262.3
-34.343217,150.901407,2016-06-12 21:50:44+10:00,13,0.22,219.3
-34.343208,150.901423,2016-06-12 21:51:00+10:00,13,0.54,223.8
-34.343195,150.901443,2016-06-12 21:51:15+10:00,13,0.3,174.9
-34.3432,150.901442,2016-06-12 21:51:31+10:00,13,0.44,224.0
-34.343202,150.901442,2016-06-12 21:51:47+10:00,13,0.15,35.4
-34.343215,150.901435,2016-06-12 21:52:03+10:00,13,0.44,241.0
-34.343222,150.90143,2016-06-12 21:52:18+10:00,13,0.46,204.1
-34.34323,150.90141,2016-06-12 21:52:34+10:00,13,0.8,232.8
-34.343177,150.901493,2016-06-12 21:52:49+10:00,12,1.07,94.7
-34.343195,150.901477,2016-06-12 21:53:05+10:00,12,0.44,218.9
-34.3432,150.901473,2016-06-12 21:53:21+10:00,12,0.65,212.3
-34.343213,150.901465,2016-06-12 21:53:38+10:00,12,0.7,229.6
-34.343223,150.901453,2016-06-12 21:53:54+10:00,12,0.37,225.6
-34.343232,150.90143,2016-06-12 21:54:10+10:00,12,0.59,236.1
-34.34323,150.901432,2016-06-12 21:54:25+10:00,13,0.3,92.2
-34.343218,150.901433,2016-06-12 21:54:41+10:00,13,0.57,264.3
-34.34321,150.90144,2016-06-12 21:54:56+10:00,13,0.26,180.8
-34.343213,150.901443,2016-06-12 21:55:12+10:00,13,0.2,77.4
-34.343213,150.901443,2016-06-12 21:55:28+10:00,13,0.46,217.7
-34.34322,150.901447,2016-06-12 21:55:44+10:00,12,0.37,217.1
-34.343212,150.901457,2016-06-12 21:55:59+10:00,12,0.26,155.3
-34.343192,150.901482,2016-06-12 21:56:16+10:00,12,0.5,230.1
-34.343182,150.901507,2016-06-12 21:56:31+10:00,12,0.87,214.2
-34.343193,150.901495,2016-06-12 21:56:47+10:00,12,0.33,223.5
-34.343218,150.901467,2016-06-12 21:57:03+10:00,12,1.37,223.9
-34.343222,150.901453,2016-06-12 21:57:19+10:00,12,0.56,228.4
-34.343213,150.901458,2016-06-12 21:57:34+10:00,12,0.04,74.5
-34.343213,150.901462,2016-06-12 21:57:50+10:00,12,0.83,224.7
-34.342993,150.901628,2016-06-13 15:38:40+10:00,8,1.7,8.9
-34.342943,150.901638,2016-06-13 15:39:20+10:00,10,0.93,44.5
-34.34301,150.901613,2016-06-13 15:39:36+10:00,10,2.13,134.9
-34.343032,150.90169,2016-06-13 15:39:52+10:00,10,1.87,70.0
-34.343177,150.901708,2016-06-13 15:40:08+10:00,10,0.56,106.6
-34.343292,150.901707,2016-06-13 15:40:23+10:00,11,4.26,204.9
-34.343485,150.901662,2016-06-13 15:40:39+10:00,12,4.09,188.6
-34.343652,150.901595,2016-06-13 15:40:55+10:00,12,5.17,219.9
-34.343655,150.901512,2016-06-13 15:41:01+10:00,12,4.04,274.8
-34.343655,150.901283,2016-06-13 15:41:20+10:00,12,4.72,298.8
-34.343518,150.899765,2016-06-13 15:42:58+10:00,12,4.59,279.8
-34.343353,150.899587,2016-06-13 15:43:16+10:00,12,4.63,320.9
-34.343117,150.899333,2016-06-13 15:43:44+10:00,12,3.61,305.4
-34.343095,150.89931,2016-06-13 15:43:47+10:00,12,4.24,309.1
-34.343463,150.898787,2016-06-13 15:45:00+10:00,12,3.61,189.7
-34.343613,150.898748,2016-06-13 15:45:16+10:00,12,3.74,187.7
-34.34376,150.89872,2016-06-13 15:45:32+10:00,12,4.13,183.5
-34.34392,150.89874,2016-06-13 15:45:48+10:00,12,4.56,175.0
-34.344083,150.898773,2016-06-13 15:46:03+10:00,12,4.26,180.0
-34.344223,150.898775,2016-06-13 15:46:19+10:00,12,3.67,242.9
-34.344225,150.898725,2016-06-13 15:46:35+10:00,12,0.02,274.9
-34.34421,150.898537,2016-06-13 15:46:50+10:00,13,3.56,279.3
-34.344155,150.898358,2016-06-13 15:47:06+10:00,13,3.33,282.1
-34.344148,150.898163,2016-06-13 15:47:22+10:00,13,3.2,275.8
-34.344083,150.898007,2016-06-13 15:47:39+10:00,13,3.44,311.2
-34.344015,150.897847,2016-06-13 15:47:54+10:00,13,3.96,299.0
-34.34393,150.897738,2016-06-13 15:48:10+10:00,13,3.3,13.2
-34.344207,150.899063,2016-06-13 15:53:05+10:00,13,4.98,95.8
-34.344245,150.899405,2016-06-13 15:53:30+10:00,13,4.82,100.5
-34.34427,150.899618,2016-06-13 15:53:46+10:00,13,3.72,65.0
-34.344307,150.899812,2016-06-13 15:54:01+10:00,13,4.65,112.6
-34.344342,150.900032,2016-06-13 15:54:17+10:00,13,4.7,97.0
